,Unnamed: 0,images,condition,imgB,imgA,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,numLoop.thisRepN,numLoop.thisTrialN,numLoop.thisN,numLoop.thisIndex,response.keys,response.rt,rating,rt,key_resp_2.keys,key_resp_2.rt,numResp.keys,numResp.corr,numResp.Alocation,numResp.rt,date,frameRate,expName,session,participant,Unnamed: 27,img_x,density_x,hull_x,density_y,hull_y,img_y,density,hull,img
630,2316,images/k01.bmp,gestalt,,,0.0,61.0,61.0,0.0,,,,,,,6.0,1.053,,,,,,,2016_May_03_1106,59.9186285714,Gestalt_exp1,1,15928,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
631,2491,images/k01.bmp,gestalt,,,0.0,75.0,75.0,0.0,,,,,,,5.0,1.485,,,,,,,2016_Apr_15_1406,60.0222097563,Gestalt_exp1,1,16522,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
632,2642,images/k01.bmp,gestalt,,,0.0,65.0,65.0,0.0,,,,,,,7.0,1.919,,,,,,,2016_Apr_15_1507,59.7114299096,Gestalt_exp1,1,16891,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
633,2802,images/k01.bmp,gestalt,,,0.0,64.0,64.0,0.0,,,,,,,5.0,1.217,,,,,,,2016_May_02_1508,59.6907803356,Gestalt_exp1,1,17959,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
634,2900,images/k01.bmp,gestalt,,,0.0,1.0,1.0,0.0,,,,,,,5.0,5.753,,,,,,,2016_Apr_25_1505,59.9243641891,Gestalt_exp1,1,18019,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
635,3132,images/k01.bmp,gestalt,,,0.0,72.0,72.0,0.0,,,,,,,5.0,1.485,,,,,,,2016_Apr_21_1005,59.7296269661,Gestalt_exp1,1,18445,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
636,3246,images/k01.bmp,gestalt,,,0.0,25.0,25.0,0.0,,,,,,,3.0,1.885,,,,,,,2016_Aug_24_1628,59.9268471105,Gestalt_exp1,1,18460,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
637,3446,images/k01.bmp,gestalt,,,0.0,64.0,64.0,0.0,,,,,,,4.0,1.885,,,,,,,2016_Apr_18_1405,59.9667733237,Gestalt_exp1,1,18913,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
638,3618,images/k01.bmp,gestalt,,,0.0,75.0,75.0,0.0,,,,,,,2.0,1.036,,,,,,,2016_Apr_21_1208,60.2507825283,Gestalt_exp1,1,19201,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
639,3779,images/k01.bmp,gestalt,,,0.0,75.0,75.0,0.0,,,,,,,5.0,2.352,,,,,,,2016_Apr_21_1103,59.9290733528,Gestalt_exp1,1,19873,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
640,3873,images/k01.bmp,gestalt,,,0.0,8.0,8.0,0.0,,,,,,,5.0,2.034,,,,,,,2016_Apr_27_1412,59.9222239049,Gestalt_exp1,1,20353,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
641,4080,images/k01.bmp,gestalt,,,0.0,54.0,54.0,0.0,,,,,,,5.0,1.485,,,,,,,2016_Apr_25_1609,59.9377230175,Gestalt_exp1,1,20395,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
642,4196,images/k01.bmp,gestalt,,,0.0,9.0,9.0,0.0,,,,,,,5.0,1.869,,,,,,,2016_May_02_1605,59.9351535495,Gestalt_exp1,1,20404,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
643,4368,images/k01.bmp,gestalt,,,0.0,20.0,20.0,0.0,,,,,,,9.0,1.485,,,,,,,2016_Apr_28_1503,59.9133219629,Gestalt_exp1,1,20467,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
644,4512,images/k01.bmp,gestalt,,,0.0,3.0,3.0,0.0,,,,,,,6.0,2.985,,,,,,,2016_Apr_18_1604,59.9477460481,Gestalt_exp1,1,20650,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
645,4738,images/k01.bmp,gestalt,,,0.0,68.0,68.0,0.0,,,,,,,2.0,1.169,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,1,20755,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
646,4842,images/k01.bmp,gestalt,,,0.0,11.0,11.0,0.0,,,,,,,2.0,1.385,,,,,,,2016_Apr_28_1404,59.7556663328,Gestalt_exp1,1,20803,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
647,5023,images/k01.bmp,gestalt,,,0.0,31.0,31.0,0.0,,,,,,,5.0,1.719,,,,,,,2016_Apr_28_1007,59.9207685989,Gestalt_exp1,1,20959,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
648,5223,images/k01.bmp,gestalt,,,0.0,70.0,70.0,0.0,,,,,,,5.0,1.369,,,,,,,2016_Oct_10_1709,59.9226519495,Gestalt_exp1,1,21055,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
649,5347,images/k01.bmp,gestalt,,,0.0,33.0,33.0,0.0,,,,,,,4.0,1.335,,,,,,,2016_Apr_21_1508,59.9182861812,Gestalt_exp1,1,21064,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
650,5484,images/k01.bmp,gestalt,,,0.0,9.0,9.0,0.0,,,,,,,5.0,1.619,,,,,,,2016_Apr_28_0910,59.91006999,Gestalt_exp1,1,21127,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
651,5636,images/k01.bmp,gestalt,,,0.0,0.0,0.0,0.0,,,,,,,5.0,9.385,,,,,,,2016_Oct_03_1706,59.9135787127,Gestalt_exp1,1,21271,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
652,5879,images/k01.bmp,gestalt,,,0.0,82.0,82.0,0.0,,,,,,,6.0,2.069,,,,,,,2016_Oct_10_1311,59.9078451593,Gestalt_exp1,1,21322,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
653,6037,images/k01.bmp,gestalt,,,0.0,79.0,79.0,0.0,,,,,,,7.0,0.719,,,,,,,2016_Apr_25_1410,59.9193989637,Gestalt_exp1,1,21436,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
654,6171,images/k01.bmp,gestalt,,,0.0,52.0,52.0,0.0,,,,,,,4.0,1.602,,,,,,,2016_May_03_1405,59.9272752211,Gestalt_exp1,1,21511,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
655,6325,images/k01.bmp,gestalt,,,0.0,45.0,45.0,0.0,,,,,,,5.0,1.519,,,,,,,2016_May_03_0911,59.9214534399,Gestalt_exp1,1,21625,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
656,6504,images/k01.bmp,gestalt,,,0.0,63.0,63.0,0.0,,,,,,,5.0,2.802,,,,,,,2016_Apr_15_1104,59.9215390462,Gestalt_exp1,1,21661,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
657,6669,images/k01.bmp,gestalt,,,0.0,67.0,67.0,0.0,,,,,,,3.0,2.052,,,,,,,2016_Apr_27_1506,59.7303925059,Gestalt_exp1,1,21700,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
658,6773,images/k01.bmp,gestalt,,,0.0,10.0,10.0,0.0,,,,,,,4.0,2.402,,,,,,,2016_Oct_17_1307,59.7253743245,Gestalt_exp1,1,22129,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
659,6978,images/k01.bmp,gestalt,,,0.0,54.0,54.0,0.0,,,,,,,5.0,1.902,,,,,,,2016_Oct_10_1606,59.9369521539,Gestalt_exp1,1,22168,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
660,7109,images/k01.bmp,gestalt,,,0.0,24.0,24.0,0.0,,,,,,,4.0,2.686,,,,,,,2016_Apr_21_0913,59.9258196698,Gestalt_exp1,1,22246,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
661,7270,images/k01.bmp,gestalt,,,0.0,24.0,24.0,0.0,,,,,,,5.0,2.068,,,,,,,2016_Sep_26_1110,59.8731249964,Gestalt_exp1,1,22315,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
662,7409,images/k01.bmp,gestalt,,,0.0,2.0,2.0,0.0,,,,,,,6.0,5.402,,,,,,,2016_Sep_26_1604,59.9215390462,Gestalt_exp1,1,22333,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
663,7644,images/k01.bmp,gestalt,,,0.0,76.0,76.0,0.0,,,,,,,6.0,2.052,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,1,22339,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
664,7780,images/k01.bmp,gestalt,,,0.0,51.0,51.0,0.0,,,,,,,6.0,1.102,,,,,,,2016_May_02_1406,59.9117815107,Gestalt_exp1,1,22567,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
665,7893,images/k01.bmp,gestalt,,,0.0,3.0,3.0,0.0,,,,,,,4.0,5.119,,,,,,,2016_Apr_15_1316,59.9229087792,Gestalt_exp1,1,22681,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
666,8092,images/k01.bmp,gestalt,,,0.0,41.0,41.0,0.0,,,,,,,5.0,1.752,,,,,,,2016_Apr_18_1505,59.9215390462,Gestalt_exp1,1,22819,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
667,8278,images/k01.bmp,gestalt,,,0.0,66.0,66.0,0.0,,,,,,,5.0,2.235,,,,,,,2016_Oct_17_1210,59.9243641891,Gestalt_exp1,1,22987,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
668,8433,images/k01.bmp,gestalt,,,0.0,60.0,60.0,0.0,,,,,,,4.0,1.552,,,,,,,2016_Apr_25_1714,59.9520304169,Gestalt_exp1,1,23068,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
669,8554,images/k01.bmp,gestalt,,,0.0,20.0,20.0,0.0,,,,,,,8.0,1.636,,,,,,,2016_Apr_28_1203,59.917858199,Gestalt_exp1,1,23086,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
670,8715,images/k01.bmp,gestalt,,,0.0,20.0,20.0,0.0,,,,,,,3.0,2.119,,,,,,,2016_May_04_1404,59.9031393311,Gestalt_exp1,1,23125,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
671,8882,images/k01.bmp,gestalt,,,0.0,26.0,26.0,0.0,,,,,,,5.0,2.37,,,,,,,2016_May_03_1309,59.9276177141,Gestalt_exp1,1,23143,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
672,9083,images/k01.bmp,gestalt,,,0.0,66.0,66.0,0.0,,,,,,,2.0,2.585,,,,,,,2016_Aug_24_1146,59.9168310665,Gestalt_exp1,1,23713,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
673,9259,images/k01.bmp,gestalt,,,0.0,81.0,81.0,0.0,,,,,,,6.0,1.669,,,,,,,2016_Oct_03_1507,59.9208542032,Gestalt_exp1,1,23767,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
674,9375,images/k01.bmp,gestalt,,,0.0,36.0,36.0,0.0,,,,,,,5.0,2.485,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,1,23800,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
675,9578,images/k01.bmp,gestalt,,,0.0,78.0,78.0,0.0,,,,,,,4.0,1.352,,,,,,,2016_Oct_03_1558,59.9240217334,Gestalt_exp1,1,23854,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
676,9668,images/k01.bmp,gestalt,,,0.0,7.0,7.0,0.0,,,,,,,2.0,1.901,,,,,,,2016_Sep_19_1307,59.9444903373,Gestalt_exp1,1,23878,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
677,9877,images/k01.bmp,gestalt,,,0.0,55.0,55.0,0.0,,,,,,,4.0,0.985,,,,,,,2016_Sep_26_1508,59.9207685989,Gestalt_exp1,1,23926,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
678,10037,images/k01.bmp,gestalt,,,0.0,54.0,54.0,0.0,,,,,,,5.0,2.119,,,,,,,2016_Oct_17_1407,59.7424736206,Gestalt_exp1,1,23950,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
679,10223,images/k01.bmp,gestalt,,,0.0,79.0,79.0,0.0,,,,,,,4.0,1.402,,,,,,,2016_Oct_10_0910,59.9182861812,Gestalt_exp1,1,23956,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
680,10312,images/k01.bmp,gestalt,,,0.0,7.0,7.0,0.0,,,,,,,5.0,2.085,,,,,,,2016_Oct_10_1407,59.8974933131,Gestalt_exp1,1,23962,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
681,10491,images/k01.bmp,gestalt,,,0.0,25.0,25.0,0.0,,,,,,,5.0,3.318,,,,,,,2016_Oct_24_1504,59.917858199,Gestalt_exp1,1,23986,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
682,10676,images/k01.bmp,gestalt,,,0.0,49.0,49.0,0.0,,,,,,,4.0,1.852,,,,,,,2016_Oct_17_1612,59.928987725,Gestalt_exp1,1,24154,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
683,10802,images/k01.bmp,gestalt,,,0.0,14.0,14.0,0.0,,,,,,,5.0,1.086,,,,,,,2016_Oct_17_0910,59.9050215737,Gestalt_exp1,1,24205,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
684,10970,images/k01.bmp,gestalt,,,0.0,21.0,21.0,0.0,,,,,,,3.0,1.736,,,,,,,2016_Oct_10_1205,59.7263949033,Gestalt_exp1,1,24208,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
685,11166,images/k01.bmp,gestalt,,,0.0,56.0,56.0,0.0,,,,,,,4.0,1.469,,,,,,,2016_Oct_17_1709,59.9092998376,Gestalt_exp1,1,24331,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
686,11338,images/k01.bmp,gestalt,,,0.0,67.0,67.0,0.0,,,,,,,2.0,2.486,,,,,,,2016_Oct_24_1105,59.9243641891,Gestalt_exp1,1,24355,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
687,11484,images/k01.bmp,gestalt,,,0.0,52.0,52.0,0.0,,,,,,,8.0,3.485,,,,,,,2016_Oct_24_1209,59.9204261842,Gestalt_exp1,1,24394,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
688,11604,images/k01.bmp,gestalt,,,0.0,11.0,11.0,0.0,,,,,,,4.0,1.936,,,,,,,2016_Oct_24_1011,59.728181,Gestalt_exp1,1,24679,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
689,11809,images/k01.bmp,gestalt,,,0.0,55.0,55.0,0.0,,,,,,,5.0,1.952,,,,,,,2016_Oct_24_0919,59.9024549086,Gestalt_exp1,1,24814,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
690,11990,images/k01.bmp,gestalt,,,0.0,75.0,75.0,0.0,,,,,,,4.0,1.536,,,,,,,2016_Oct_24_1605,59.9218814736,Gestalt_exp1,1,25255,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
691,12077,images/k01.bmp,gestalt,,,0.0,1.0,1.0,0.0,,,,,,,4.0,4.454,,,,,,,2016_Oct_24_1707,59.9232512222,Gestalt_exp1,1,25273,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
692,12266,images/k01.bmp,gestalt,,,0.0,29.0,29.0,0.0,,,,,,,3.0,5.186,,,,,,,2016_Oct_24_1308,59.9179437949,Gestalt_exp1,1,25306,,1,0.0420865447673,0.405377777778,0.0420865447673,0.405377777778,1,0.0420865447673,0.405377777778,1
693,10,images/i26.bmp,scrambled,,,0.0,9.0,9.0,55.0,,,,,,,7.0,2.651,,,,,,,2016_Oct_17_1007,59.9207685989,Gestalt_exp1,1,5635,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
694,242,images/i26.bmp,scrambled,,,0.0,80.0,80.0,55.0,,,,,,,5.0,1.719,,,,,,,2016_Oct_24_1403,59.9081874302,Gestalt_exp1,1,7333,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
695,403,images/i26.bmp,scrambled,,,0.0,80.0,80.0,55.0,,,,,,,2.0,1.119,,,,,,,2016_Oct_17_1508,59.7289465027,Gestalt_exp1,1,7576,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
696,543,images/i26.bmp,scrambled,,,0.0,59.0,59.0,55.0,,,,,,,5.0,1.719,,,,,,,2016_May_03_1203,60.0146520147,Gestalt_exp1,1,9010,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
697,680,images/i26.bmp,scrambled,,,0.0,35.0,35.0,55.0,,,,,,,5.0,1.569,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,1,11485,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
698,867,images/i26.bmp,scrambled,,,0.0,61.0,61.0,55.0,,,,,,,5.0,2.602,,,,,,,2016_Apr_15_1205,59.8039758064,Gestalt_exp1,1,11707,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
699,1037,images/i26.bmp,scrambled,,,0.0,70.0,70.0,55.0,,,,,,,9.0,1.502,,,,,,,2016_Apr_21_1606,59.9297583837,Gestalt_exp1,1,11755,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
700,1177,images/i26.bmp,scrambled,,,0.0,49.0,49.0,55.0,,,,,,,2.0,2.385,,,,,,,2016_Sep_26_1705,59.9161463311,Gestalt_exp1,1,11758,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
701,1345,images/i26.bmp,scrambled,,,0.0,56.0,56.0,55.0,,,,,,,2.0,1.202,,,,,,,2016_Oct_03_1406,59.8820149965,Gestalt_exp1,1,12139,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
702,1488,images/i26.bmp,scrambled,,,0.0,38.0,38.0,55.0,,,,,,,6.0,1.602,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,1,13105,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
703,1619,images/i26.bmp,scrambled,,,0.0,8.0,8.0,55.0,,,,,,,7.0,2.369,,,,,,,2016_Apr_18_1709,59.9075028923,Gestalt_exp1,1,13201,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
704,1845,images/i26.bmp,scrambled,,,0.0,73.0,73.0,55.0,,,,,,,6.0,2.185,,,,,,,2016_Oct_17_1105,59.9175158176,Gestalt_exp1,1,13831,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
705,2014,images/i26.bmp,scrambled,,,0.0,81.0,81.0,55.0,,,,,,,6.0,1.352,,,,,,,2016_Oct_10_1504,59.8748344068,Gestalt_exp1,1,14596,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
706,2131,images/i26.bmp,scrambled,,,0.0,37.0,37.0,55.0,,,,,,,7.0,2.119,,,,,,,2016_Sep_26_1208,59.9193133636,Gestalt_exp1,1,15643,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
707,2290,images/i26.bmp,scrambled,,,0.0,35.0,35.0,55.0,,,,,,,6.0,1.485,,,,,,,2016_May_03_1106,59.9186285714,Gestalt_exp1,1,15928,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
708,2441,images/i26.bmp,scrambled,,,0.0,25.0,25.0,55.0,,,,,,,6.0,2.368,,,,,,,2016_Apr_15_1406,60.0222097563,Gestalt_exp1,1,16522,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
709,2592,images/i26.bmp,scrambled,,,0.0,15.0,15.0,55.0,,,,,,,3.0,1.752,,,,,,,2016_Apr_15_1507,59.7114299096,Gestalt_exp1,1,16891,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
710,2818,images/i26.bmp,scrambled,,,0.0,80.0,80.0,55.0,,,,,,,7.0,1.77,,,,,,,2016_May_02_1508,59.6907803356,Gestalt_exp1,1,17959,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
711,2934,images/i26.bmp,scrambled,,,0.0,35.0,35.0,55.0,,,,,,,3.0,2.452,,,,,,,2016_Apr_25_1505,59.9243641891,Gestalt_exp1,1,18019,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
712,3104,images/i26.bmp,scrambled,,,0.0,44.0,44.0,55.0,,,,,,,6.0,1.401,,,,,,,2016_Apr_21_1005,59.7296269661,Gestalt_exp1,1,18445,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
713,3298,images/i26.bmp,scrambled,,,0.0,77.0,77.0,55.0,,,,,,,4.0,1.302,,,,,,,2016_Aug_24_1628,59.9268471105,Gestalt_exp1,1,18460,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
714,3425,images/i26.bmp,scrambled,,,0.0,43.0,43.0,55.0,,,,,,,4.0,1.085,,,,,,,2016_Apr_18_1405,59.9667733237,Gestalt_exp1,1,18913,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
715,3604,images/i26.bmp,scrambled,,,0.0,61.0,61.0,55.0,,,,,,,3.0,1.918,,,,,,,2016_Apr_21_1208,60.2507825283,Gestalt_exp1,1,19201,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
716,3776,images/i26.bmp,scrambled,,,0.0,72.0,72.0,55.0,,,,,,,5.0,2.002,,,,,,,2016_Apr_21_1103,59.9290733528,Gestalt_exp1,1,19873,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
717,3910,images/i26.bmp,scrambled,,,0.0,45.0,45.0,55.0,,,,,,,5.0,1.802,,,,,,,2016_Apr_27_1412,59.9222239049,Gestalt_exp1,1,20353,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
718,4072,images/i26.bmp,scrambled,,,0.0,46.0,46.0,55.0,,,,,,,4.0,1.219,,,,,,,2016_Apr_25_1609,59.9377230175,Gestalt_exp1,1,20395,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
719,4235,images/i26.bmp,scrambled,,,0.0,48.0,48.0,55.0,,,,,,,6.0,1.536,,,,,,,2016_May_02_1605,59.9351535495,Gestalt_exp1,1,20404,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
720,4362,images/i26.bmp,scrambled,,,0.0,14.0,14.0,55.0,,,,,,,9.0,1.652,,,,,,,2016_Apr_28_1503,59.9133219629,Gestalt_exp1,1,20467,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
721,4560,images/i26.bmp,scrambled,,,0.0,51.0,51.0,55.0,,,,,,,7.0,1.535,,,,,,,2016_Apr_18_1604,59.9477460481,Gestalt_exp1,1,20650,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
722,4677,images/i26.bmp,scrambled,,,0.0,7.0,7.0,55.0,,,,,,,2.0,1.885,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,1,20755,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
723,4892,images/i26.bmp,scrambled,,,0.0,61.0,61.0,55.0,,,,,,,5.0,1.535,,,,,,,2016_Apr_28_1404,59.7556663328,Gestalt_exp1,1,20803,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
724,5035,images/i26.bmp,scrambled,,,0.0,43.0,43.0,55.0,,,,,,,5.0,1.569,,,,,,,2016_Apr_28_1007,59.9207685989,Gestalt_exp1,1,20959,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
725,5200,images/i26.bmp,scrambled,,,0.0,47.0,47.0,55.0,,,,,,,4.0,1.302,,,,,,,2016_Oct_10_1709,59.9226519495,Gestalt_exp1,1,21055,,26,0.0693289898325,0.487544444444,0.0693289898325,0.487544444444,3,0.0693289898325,0.487544444444,26
