,participant,img,Gestalt-scrambled,Inverted-Gestalt,Inverted-scrambled,gestalt,inverted,scrambled,diffGestalt,diffInv,hullDiff,densDiff
604,18460,5,1.0,0.0,1.0,4.0,3.0,4.0,0.0,-1.0,-0.189,0.00229155864197
605,18460,6,0.0,0.0,1.0,3.0,1.0,5.0,-2.0,-4.0,-0.377855555556,0.00889073106128
606,18460,7,0.0,,,5.0,,5.0,0.0,,0.0646666666667,-0.00307759954249
607,18460,8,0.0,,,4.0,,3.0,1.0,,-0.153788888889,0.0157562191299
608,18460,9,0.0,0.0,0.0,3.0,2.0,4.0,-1.0,-2.0,-0.0237444444444,0.00886377451772
609,18460,10,1.0,0.0,0.0,3.0,2.0,4.0,-1.0,-2.0,0.105588888889,0.00570845207801
610,18460,11,1.0,,,3.0,,5.0,-2.0,,0.0168555555556,0.00136234284212
611,18460,12,0.0,0.0,0.0,1.0,2.0,4.0,-3.0,-2.0,0.0186777777778,0.00897918503964
612,18460,13,0.0,,,5.0,,5.0,0.0,,-0.174311111111,0.00590556020577
613,18460,14,0.0,0.0,1.0,4.0,4.0,1.0,3.0,3.0,-0.130788888889,0.0154222394647
614,18460,15,0.0,0.0,0.0,5.0,4.0,5.0,0.0,-1.0,0.00115555555556,0.00133165305282
615,18460,16,1.0,1.0,0.0,4.0,5.0,4.0,0.0,1.0,-0.0309666666667,0.00365602306784
616,18460,17,0.0,,,4.0,,4.0,0.0,,-0.0370333333333,0.000716594707261
617,18460,18,1.0,1.0,0.0,4.0,5.0,4.0,0.0,1.0,-0.125733333333,0.00675204284885
618,18460,19,1.0,0.0,0.0,4.0,2.0,4.0,0.0,-2.0,-0.0877555555556,0.00770715905724
619,18460,20,0.0,,,4.0,,4.0,0.0,,0.106566666667,-0.00766691666074
620,18460,21,1.0,0.0,0.0,4.0,3.0,3.0,1.0,0.0,-0.0711111111111,0.00385365895387
621,18460,22,0.0,1.0,1.0,4.0,5.0,5.0,-1.0,0.0,0.0350555555556,-0.000264336548255
622,18460,23,1.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.131633333333,0.00444969970055
623,18460,24,1.0,0.0,0.0,3.0,5.0,3.0,0.0,2.0,0.1048,7.03192645681e-05
624,18460,25,0.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,-0.0874555555556,0.000602427939496
625,18460,26,0.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,-0.0972888888889,0.0107651195987
626,18460,27,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.00161111111111,0.00196512124492
627,18460,28,1.0,0.0,0.0,4.0,3.0,5.0,-1.0,-2.0,-0.0456555555556,0.00137553891697
628,18460,29,0.0,1.0,1.0,5.0,5.0,3.0,2.0,2.0,-0.173477777778,0.00484626502237
629,18460,30,0.0,1.0,1.0,3.0,4.0,5.0,-2.0,-1.0,-0.208311111111,0.0145634808792
630,18913,1,0.0,1.0,1.0,4.0,4.0,5.0,-1.0,-1.0,-0.234444444444,0.00460912344787
631,18913,2,0.0,,,5.0,,4.0,1.0,,-0.290244444444,0.0111467933226
632,18913,3,0.0,0.0,1.0,4.0,4.0,5.0,-1.0,-1.0,-0.270766666667,0.0101584533402
633,18913,4,1.0,0.0,1.0,4.0,4.0,5.0,-1.0,-1.0,-0.114577777778,0.00844681479993
634,18913,5,1.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.189,0.00229155864197
635,18913,6,0.0,1.0,0.0,4.0,3.0,4.0,0.0,-1.0,-0.377855555556,0.00889073106128
636,18913,7,0.0,,,4.0,,5.0,-1.0,,0.0646666666667,-0.00307759954249
637,18913,8,0.0,,,4.0,,3.0,1.0,,-0.153788888889,0.0157562191299
638,18913,9,1.0,0.0,0.0,4.0,4.0,5.0,-1.0,-1.0,-0.0237444444444,0.00886377451772
639,18913,10,0.0,0.0,0.0,5.0,4.0,5.0,0.0,-1.0,0.105588888889,0.00570845207801
640,18913,11,1.0,,,5.0,,5.0,0.0,,0.0168555555556,0.00136234284212
641,18913,12,0.0,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0186777777778,0.00897918503964
642,18913,13,0.0,,,5.0,,4.0,1.0,,-0.174311111111,0.00590556020577
643,18913,14,1.0,1.0,1.0,4.0,4.0,5.0,-1.0,-1.0,-0.130788888889,0.0154222394647
644,18913,15,0.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.00115555555556,0.00133165305282
645,18913,16,1.0,0.0,0.0,4.0,5.0,5.0,-1.0,0.0,-0.0309666666667,0.00365602306784
646,18913,17,1.0,,,5.0,,5.0,0.0,,-0.0370333333333,0.000716594707261
647,18913,18,1.0,1.0,1.0,4.0,5.0,5.0,-1.0,0.0,-0.125733333333,0.00675204284885
648,18913,19,1.0,0.0,1.0,5.0,4.0,4.0,1.0,0.0,-0.0877555555556,0.00770715905724
649,18913,20,0.0,,,5.0,,5.0,0.0,,0.106566666667,-0.00766691666074
650,18913,21,1.0,0.0,1.0,4.0,5.0,5.0,-1.0,0.0,-0.0711111111111,0.00385365895387
651,18913,22,0.0,1.0,0.0,5.0,4.0,5.0,0.0,-1.0,0.0350555555556,-0.000264336548255
652,18913,23,0.0,0.0,1.0,4.0,5.0,5.0,-1.0,0.0,-0.131633333333,0.00444969970055
653,18913,24,0.0,1.0,0.0,5.0,4.0,5.0,0.0,-1.0,0.1048,7.03192645681e-05
654,18913,25,1.0,0.0,1.0,4.0,4.0,5.0,-1.0,-1.0,-0.0874555555556,0.000602427939496
655,18913,26,1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,-0.0972888888889,0.0107651195987
656,18913,27,1.0,1.0,1.0,4.0,5.0,5.0,-1.0,0.0,0.00161111111111,0.00196512124492
657,18913,28,1.0,1.0,1.0,4.0,4.0,5.0,-1.0,-1.0,-0.0456555555556,0.00137553891697
658,18913,29,1.0,0.0,1.0,5.0,4.0,5.0,0.0,-1.0,-0.173477777778,0.00484626502237
659,18913,30,0.0,0.0,1.0,4.0,4.0,3.0,1.0,1.0,-0.208311111111,0.0145634808792
660,19201,1,1.0,1.0,1.0,2.0,2.0,4.0,-2.0,-2.0,-0.234444444444,0.00460912344787
661,19201,2,0.0,,,1.0,,1.0,0.0,,-0.290244444444,0.0111467933226
662,19201,3,0.0,0.0,0.0,2.0,2.0,3.0,-1.0,-1.0,-0.270766666667,0.0101584533402
663,19201,4,0.0,0.0,0.0,1.0,2.0,2.0,-1.0,0.0,-0.114577777778,0.00844681479993
664,19201,5,1.0,1.0,0.0,1.0,1.0,2.0,-1.0,-1.0,-0.189,0.00229155864197
665,19201,6,0.0,1.0,0.0,2.0,1.0,4.0,-2.0,-3.0,-0.377855555556,0.00889073106128
666,19201,7,1.0,,,1.0,,2.0,-1.0,,0.0646666666667,-0.00307759954249
667,19201,8,1.0,,,2.0,,2.0,0.0,,-0.153788888889,0.0157562191299
668,19201,9,0.0,0.0,0.0,1.0,1.0,3.0,-2.0,-2.0,-0.0237444444444,0.00886377451772
669,19201,10,1.0,0.0,0.0,1.0,1.0,2.0,-1.0,-1.0,0.105588888889,0.00570845207801
670,19201,11,1.0,,,1.0,,2.0,-1.0,,0.0168555555556,0.00136234284212
671,19201,12,0.0,0.0,0.0,1.0,2.0,4.0,-3.0,-2.0,0.0186777777778,0.00897918503964
672,19201,13,0.0,,,2.0,,3.0,-1.0,,-0.174311111111,0.00590556020577
673,19201,14,0.0,0.0,1.0,1.0,3.0,3.0,-2.0,0.0,-0.130788888889,0.0154222394647
674,19201,15,1.0,1.0,0.0,2.0,3.0,3.0,-1.0,0.0,0.00115555555556,0.00133165305282
675,19201,16,0.0,1.0,1.0,3.0,3.0,4.0,-1.0,-1.0,-0.0309666666667,0.00365602306784
676,19201,17,1.0,,,2.0,,2.0,0.0,,-0.0370333333333,0.000716594707261
677,19201,18,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,-0.125733333333,0.00675204284885
678,19201,19,0.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,-0.0877555555556,0.00770715905724
679,19201,20,1.0,,,2.0,,3.0,-1.0,,0.106566666667,-0.00766691666074
680,19201,21,0.0,0.0,0.0,2.0,3.0,3.0,-1.0,0.0,-0.0711111111111,0.00385365895387
681,19201,22,1.0,1.0,1.0,4.0,4.0,6.0,-2.0,-2.0,0.0350555555556,-0.000264336548255
682,19201,23,1.0,0.0,0.0,4.0,3.0,1.0,3.0,2.0,-0.131633333333,0.00444969970055
683,19201,24,0.0,0.0,0.0,1.0,3.0,3.0,-2.0,0.0,0.1048,7.03192645681e-05
684,19201,25,1.0,0.0,0.0,1.0,2.0,3.0,-2.0,-1.0,-0.0874555555556,0.000602427939496
685,19201,26,0.0,1.0,0.0,2.0,2.0,3.0,-1.0,-1.0,-0.0972888888889,0.0107651195987
686,19201,27,0.0,1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.00161111111111,0.00196512124492
687,19201,28,1.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,-0.0456555555556,0.00137553891697
688,19201,29,1.0,0.0,0.0,3.0,2.0,5.0,-2.0,-3.0,-0.173477777778,0.00484626502237
689,19201,30,0.0,0.0,0.0,2.0,2.0,4.0,-2.0,-2.0,-0.208311111111,0.0145634808792
690,19873,1,1.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.234444444444,0.00460912344787
691,19873,2,1.0,,,5.0,,5.0,0.0,,-0.290244444444,0.0111467933226
692,19873,3,0.0,1.0,1.0,4.0,5.0,5.0,-1.0,0.0,-0.270766666667,0.0101584533402
693,19873,4,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.114577777778,0.00844681479993
694,19873,5,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.189,0.00229155864197
695,19873,6,1.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.377855555556,0.00889073106128
696,19873,7,0.0,,,5.0,,5.0,0.0,,0.0646666666667,-0.00307759954249
697,19873,8,0.0,,,5.0,,5.0,0.0,,-0.153788888889,0.0157562191299
698,19873,9,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.0237444444444,0.00886377451772
699,19873,10,0.0,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.105588888889,0.00570845207801
700,19873,11,0.0,,,4.0,,5.0,-1.0,,0.0168555555556,0.00136234284212
701,19873,12,1.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0186777777778,0.00897918503964
702,19873,13,0.0,,,5.0,,5.0,0.0,,-0.174311111111,0.00590556020577
703,19873,14,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.130788888889,0.0154222394647
704,19873,15,0.0,1.0,0.0,5.0,4.0,5.0,0.0,-1.0,0.00115555555556,0.00133165305282
705,19873,16,0.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.0309666666667,0.00365602306784
706,19873,17,0.0,,,4.0,,4.0,0.0,,-0.0370333333333,0.000716594707261
707,19873,18,0.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.125733333333,0.00675204284885
708,19873,19,0.0,1.0,0.0,5.0,4.0,4.0,1.0,0.0,-0.0877555555556,0.00770715905724
709,19873,20,1.0,,,4.0,,5.0,-1.0,,0.106566666667,-0.00766691666074
710,19873,21,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.0711111111111,0.00385365895387
711,19873,22,1.0,0.0,0.0,4.0,5.0,5.0,-1.0,0.0,0.0350555555556,-0.000264336548255
712,19873,23,0.0,0.0,1.0,5.0,5.0,4.0,1.0,1.0,-0.131633333333,0.00444969970055
713,19873,24,0.0,1.0,0.0,4.0,4.0,5.0,-1.0,-1.0,0.1048,7.03192645681e-05
714,19873,25,1.0,0.0,1.0,4.0,5.0,5.0,-1.0,0.0,-0.0874555555556,0.000602427939496
715,19873,26,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.0972888888889,0.0107651195987
716,19873,27,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.00161111111111,0.00196512124492
717,19873,28,1.0,0.0,1.0,5.0,4.0,5.0,0.0,-1.0,-0.0456555555556,0.00137553891697
718,19873,29,0.0,1.0,1.0,4.0,5.0,5.0,-1.0,0.0,-0.173477777778,0.00484626502237
719,19873,30,0.0,1.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.208311111111,0.0145634808792
720,20353,1,0.0,1.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.234444444444,0.00460912344787
721,20353,2,1.0,,,5.0,,5.0,0.0,,-0.290244444444,0.0111467933226
722,20353,3,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.270766666667,0.0101584533402
723,20353,4,1.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.114577777778,0.00844681479993
724,20353,5,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.189,0.00229155864197
725,20353,6,1.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.377855555556,0.00889073106128
726,20353,7,0.0,,,5.0,,5.0,0.0,,0.0646666666667,-0.00307759954249
727,20353,8,1.0,,,5.0,,5.0,0.0,,-0.153788888889,0.0157562191299
728,20353,9,1.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.0237444444444,0.00886377451772
729,20353,10,1.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.105588888889,0.00570845207801
730,20353,11,0.0,,,5.0,,5.0,0.0,,0.0168555555556,0.00136234284212
731,20353,12,1.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0186777777778,0.00897918503964
732,20353,13,0.0,,,5.0,,5.0,0.0,,-0.174311111111,0.00590556020577
733,20353,14,0.0,0.0,1.0,4.0,5.0,5.0,-1.0,0.0,-0.130788888889,0.0154222394647
734,20353,15,1.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.00115555555556,0.00133165305282
735,20353,16,0.0,0.0,0.0,5.0,6.0,4.0,1.0,2.0,-0.0309666666667,0.00365602306784
736,20353,17,0.0,,,4.0,,6.0,-2.0,,-0.0370333333333,0.000716594707261
737,20353,18,1.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.125733333333,0.00675204284885
738,20353,19,0.0,1.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.0877555555556,0.00770715905724
739,20353,20,0.0,,,5.0,,5.0,0.0,,0.106566666667,-0.00766691666074
740,20353,21,1.0,0.0,0.0,4.0,5.0,5.0,-1.0,0.0,-0.0711111111111,0.00385365895387
741,20353,22,1.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0350555555556,-0.000264336548255
742,20353,23,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.131633333333,0.00444969970055
743,20353,24,0.0,0.0,0.0,5.0,5.0,4.0,1.0,1.0,0.1048,7.03192645681e-05
744,20353,25,1.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.0874555555556,0.000602427939496
745,20353,26,0.0,0.0,0.0,4.0,5.0,5.0,-1.0,0.0,-0.0972888888889,0.0107651195987
746,20353,27,1.0,1.0,1.0,5.0,4.0,5.0,0.0,-1.0,0.00161111111111,0.00196512124492
747,20353,28,1.0,1.0,0.0,5.0,5.0,5.0,0.0,0.0,-0.0456555555556,0.00137553891697
748,20353,29,0.0,0.0,1.0,5.0,5.0,4.0,1.0,1.0,-0.173477777778,0.00484626502237
749,20353,30,0.0,0.0,1.0,5.0,5.0,4.0,1.0,1.0,-0.208311111111,0.0145634808792
750,20395,1,0.0,0.0,0.0,5.0,4.0,6.0,-1.0,-2.0,-0.234444444444,0.00460912344787
751,20395,2,1.0,,,4.0,,2.0,2.0,,-0.290244444444,0.0111467933226
752,20395,3,1.0,1.0,0.0,4.0,6.0,2.0,2.0,4.0,-0.270766666667,0.0101584533402
753,20395,4,0.0,1.0,1.0,8.0,7.0,6.0,2.0,1.0,-0.114577777778,0.00844681479993
754,20395,5,0.0,1.0,0.0,5.0,2.0,4.0,1.0,-2.0,-0.189,0.00229155864197
755,20395,6,0.0,0.0,0.0,6.0,4.0,3.0,3.0,1.0,-0.377855555556,0.00889073106128
756,20395,7,0.0,,,4.0,,4.0,0.0,,0.0646666666667,-0.00307759954249
757,20395,8,1.0,,,6.0,,6.0,0.0,,-0.153788888889,0.0157562191299
758,20395,9,1.0,1.0,0.0,8.0,6.0,4.0,4.0,2.0,-0.0237444444444,0.00886377451772
759,20395,10,0.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.105588888889,0.00570845207801
760,20395,11,0.0,,,4.0,,3.0,1.0,,0.0168555555556,0.00136234284212
761,20395,12,1.0,0.0,1.0,3.0,7.0,4.0,-1.0,3.0,0.0186777777778,0.00897918503964
762,20395,13,0.0,,,8.0,,6.0,2.0,,-0.174311111111,0.00590556020577
763,20395,14,0.0,0.0,0.0,7.0,6.0,6.0,1.0,0.0,-0.130788888889,0.0154222394647
764,20395,15,0.0,1.0,1.0,2.0,6.0,4.0,-2.0,2.0,0.00115555555556,0.00133165305282
765,20395,16,0.0,1.0,0.0,4.0,4.0,4.0,0.0,0.0,-0.0309666666667,0.00365602306784
766,20395,17,0.0,,,5.0,,4.0,1.0,,-0.0370333333333,0.000716594707261
767,20395,18,1.0,1.0,0.0,4.0,3.0,6.0,-2.0,-3.0,-0.125733333333,0.00675204284885
768,20395,19,0.0,0.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.0877555555556,0.00770715905724
769,20395,20,0.0,,,4.0,,6.0,-2.0,,0.106566666667,-0.00766691666074
770,20395,21,0.0,0.0,0.0,3.0,5.0,5.0,-2.0,0.0,-0.0711111111111,0.00385365895387
771,20395,22,0.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0350555555556,-0.000264336548255
772,20395,23,1.0,1.0,0.0,4.0,3.0,4.0,0.0,-1.0,-0.131633333333,0.00444969970055
773,20395,24,0.0,1.0,0.0,5.0,4.0,2.0,3.0,2.0,0.1048,7.03192645681e-05
774,20395,25,0.0,1.0,0.0,7.0,7.0,3.0,4.0,4.0,-0.0874555555556,0.000602427939496
775,20395,26,0.0,0.0,1.0,7.0,5.0,4.0,3.0,1.0,-0.0972888888889,0.0107651195987
776,20395,27,1.0,1.0,0.0,3.0,5.0,5.0,-2.0,0.0,0.00161111111111,0.00196512124492
777,20395,28,1.0,1.0,1.0,7.0,2.0,4.0,3.0,-2.0,-0.0456555555556,0.00137553891697
778,20395,29,0.0,1.0,1.0,5.0,2.0,3.0,2.0,-1.0,-0.173477777778,0.00484626502237
779,20395,30,0.0,0.0,0.0,5.0,6.0,2.0,3.0,4.0,-0.208311111111,0.0145634808792
780,20404,1,1.0,1.0,1.0,5.0,6.0,5.0,0.0,1.0,-0.234444444444,0.00460912344787
781,20404,2,0.0,,,5.0,,6.0,-1.0,,-0.290244444444,0.0111467933226
782,20404,3,1.0,0.0,1.0,5.0,6.0,5.0,0.0,1.0,-0.270766666667,0.0101584533402
783,20404,4,1.0,0.0,1.0,6.0,6.0,5.0,1.0,1.0,-0.114577777778,0.00844681479993
784,20404,5,0.0,0.0,0.0,6.0,6.0,5.0,1.0,1.0,-0.189,0.00229155864197
785,20404,6,1.0,0.0,1.0,6.0,6.0,5.0,1.0,1.0,-0.377855555556,0.00889073106128
786,20404,7,0.0,,,5.0,,5.0,0.0,,0.0646666666667,-0.00307759954249
787,20404,8,0.0,,,5.0,,6.0,-1.0,,-0.153788888889,0.0157562191299
788,20404,9,1.0,1.0,1.0,6.0,6.0,6.0,0.0,0.0,-0.0237444444444,0.00886377451772
789,20404,10,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.105588888889,0.00570845207801
790,20404,11,0.0,,,5.0,,6.0,-1.0,,0.0168555555556,0.00136234284212
791,20404,12,1.0,0.0,1.0,6.0,6.0,5.0,1.0,1.0,0.0186777777778,0.00897918503964
792,20404,13,0.0,,,6.0,,6.0,0.0,,-0.174311111111,0.00590556020577
793,20404,14,0.0,1.0,1.0,5.0,6.0,6.0,-1.0,0.0,-0.130788888889,0.0154222394647
794,20404,15,0.0,1.0,0.0,5.0,5.0,6.0,-1.0,-1.0,0.00115555555556,0.00133165305282
795,20404,16,0.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,-0.0309666666667,0.00365602306784
796,20404,17,0.0,,,6.0,,4.0,2.0,,-0.0370333333333,0.000716594707261
797,20404,18,1.0,0.0,1.0,5.0,5.0,6.0,-1.0,-1.0,-0.125733333333,0.00675204284885
798,20404,19,1.0,0.0,1.0,5.0,5.0,6.0,-1.0,-1.0,-0.0877555555556,0.00770715905724
799,20404,20,0.0,,,5.0,,5.0,0.0,,0.106566666667,-0.00766691666074
800,20404,21,0.0,1.0,1.0,5.0,6.0,6.0,-1.0,0.0,-0.0711111111111,0.00385365895387
801,20404,22,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0350555555556,-0.000264336548255
802,20404,23,1.0,1.0,0.0,6.0,5.0,6.0,0.0,-1.0,-0.131633333333,0.00444969970055
803,20404,24,0.0,0.0,0.0,5.0,5.0,4.0,1.0,1.0,0.1048,7.03192645681e-05
804,20404,25,0.0,0.0,0.0,6.0,5.0,5.0,1.0,0.0,-0.0874555555556,0.000602427939496
805,20404,26,1.0,0.0,1.0,5.0,6.0,6.0,-1.0,0.0,-0.0972888888889,0.0107651195987
806,20404,27,0.0,1.0,0.0,5.0,5.0,6.0,-1.0,-1.0,0.00161111111111,0.00196512124492
807,20404,28,1.0,0.0,1.0,6.0,6.0,5.0,1.0,1.0,-0.0456555555556,0.00137553891697
808,20404,29,1.0,1.0,0.0,6.0,5.0,6.0,0.0,-1.0,-0.173477777778,0.00484626502237
809,20404,30,0.0,1.0,0.0,6.0,6.0,6.0,0.0,0.0,-0.208311111111,0.0145634808792
810,20467,1,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,-0.234444444444,0.00460912344787
811,20467,2,0.0,,,9.0,,1.0,8.0,,-0.290244444444,0.0111467933226
812,20467,3,1.0,1.0,0.0,9.0,9.0,9.0,0.0,0.0,-0.270766666667,0.0101584533402
813,20467,4,1.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,-0.114577777778,0.00844681479993
814,20467,5,0.0,1.0,0.0,9.0,1.0,9.0,0.0,-8.0,-0.189,0.00229155864197
815,20467,6,1.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,-0.377855555556,0.00889073106128
816,20467,7,0.0,,,9.0,,7.0,2.0,,0.0646666666667,-0.00307759954249
817,20467,8,0.0,,,9.0,,9.0,0.0,,-0.153788888889,0.0157562191299
818,20467,9,1.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,-0.0237444444444,0.00886377451772
819,20467,10,1.0,0.0,1.0,9.0,9.0,9.0,0.0,0.0,0.105588888889,0.00570845207801
820,20467,11,1.0,,,9.0,,9.0,0.0,,0.0168555555556,0.00136234284212
821,20467,12,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0186777777778,0.00897918503964
822,20467,13,0.0,,,9.0,,9.0,0.0,,-0.174311111111,0.00590556020577
823,20467,14,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,-0.130788888889,0.0154222394647
824,20467,15,1.0,1.0,0.0,9.0,9.0,9.0,0.0,0.0,0.00115555555556,0.00133165305282
825,20467,16,0.0,1.0,0.0,9.0,9.0,9.0,0.0,0.0,-0.0309666666667,0.00365602306784
826,20467,17,0.0,,,2.0,,9.0,-7.0,,-0.0370333333333,0.000716594707261
827,20467,18,1.0,0.0,1.0,9.0,9.0,8.0,1.0,1.0,-0.125733333333,0.00675204284885
828,20467,19,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,-0.0877555555556,0.00770715905724
829,20467,20,1.0,,,9.0,,9.0,0.0,,0.106566666667,-0.00766691666074
830,20467,21,0.0,1.0,0.0,9.0,9.0,8.0,1.0,1.0,-0.0711111111111,0.00385365895387
831,20467,22,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0.0350555555556,-0.000264336548255
832,20467,23,0.0,1.0,0.0,9.0,1.0,9.0,0.0,-8.0,-0.131633333333,0.00444969970055
833,20467,24,1.0,0.0,1.0,8.0,1.0,9.0,-1.0,-8.0,0.1048,7.03192645681e-05
834,20467,25,0.0,1.0,0.0,9.0,9.0,9.0,0.0,0.0,-0.0874555555556,0.000602427939496
835,20467,26,0.0,0.0,1.0,9.0,7.0,9.0,0.0,-2.0,-0.0972888888889,0.0107651195987
836,20467,27,0.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,0.00161111111111,0.00196512124492
837,20467,28,0.0,1.0,0.0,9.0,9.0,9.0,0.0,0.0,-0.0456555555556,0.00137553891697
838,20467,29,1.0,0.0,1.0,8.0,9.0,9.0,-1.0,0.0,-0.173477777778,0.00484626502237
839,20467,30,0.0,1.0,0.0,9.0,9.0,8.0,1.0,1.0,-0.208311111111,0.0145634808792
840,20650,1,0.0,1.0,0.0,6.0,5.0,7.0,-1.0,-2.0,-0.234444444444,0.00460912344787
841,20650,2,0.0,,,6.0,,6.0,0.0,,-0.290244444444,0.0111467933226
842,20650,3,1.0,1.0,1.0,3.0,3.0,7.0,-4.0,-4.0,-0.270766666667,0.0101584533402
843,20650,4,1.0,0.0,1.0,4.0,3.0,4.0,0.0,-1.0,-0.114577777778,0.00844681479993
844,20650,5,0.0,0.0,1.0,4.0,7.0,6.0,-2.0,1.0,-0.189,0.00229155864197
845,20650,6,1.0,1.0,1.0,5.0,5.0,7.0,-2.0,-2.0,-0.377855555556,0.00889073106128
846,20650,7,0.0,,,5.0,,7.0,-2.0,,0.0646666666667,-0.00307759954249
847,20650,8,0.0,,,3.0,,4.0,-1.0,,-0.153788888889,0.0157562191299
848,20650,9,0.0,1.0,1.0,6.0,4.0,4.0,2.0,0.0,-0.0237444444444,0.00886377451772
849,20650,10,1.0,0.0,0.0,7.0,7.0,5.0,2.0,2.0,0.105588888889,0.00570845207801
850,20650,11,0.0,,,5.0,,7.0,-2.0,,0.0168555555556,0.00136234284212
851,20650,12,0.0,1.0,1.0,7.0,6.0,7.0,0.0,-1.0,0.0186777777778,0.00897918503964
852,20650,13,0.0,,,4.0,,7.0,-3.0,,-0.174311111111,0.00590556020577
853,20650,14,1.0,1.0,1.0,4.0,4.0,7.0,-3.0,-3.0,-0.130788888889,0.0154222394647
854,20650,15,0.0,0.0,1.0,7.0,6.0,7.0,0.0,-1.0,0.00115555555556,0.00133165305282
855,20650,16,1.0,0.0,0.0,4.0,6.0,6.0,-2.0,0.0,-0.0309666666667,0.00365602306784
856,20650,17,0.0,,,6.0,,6.0,0.0,,-0.0370333333333,0.000716594707261
857,20650,18,0.0,0.0,0.0,7.0,6.0,6.0,1.0,0.0,-0.125733333333,0.00675204284885
858,20650,19,0.0,0.0,1.0,6.0,5.0,4.0,2.0,1.0,-0.0877555555556,0.00770715905724
859,20650,20,1.0,,,6.0,,5.0,1.0,,0.106566666667,-0.00766691666074
860,20650,21,0.0,0.0,0.0,6.0,5.0,5.0,1.0,0.0,-0.0711111111111,0.00385365895387
861,20650,22,0.0,0.0,1.0,7.0,7.0,7.0,0.0,0.0,0.0350555555556,-0.000264336548255
862,20650,23,0.0,0.0,0.0,7.0,6.0,7.0,0.0,-1.0,-0.131633333333,0.00444969970055
863,20650,24,0.0,1.0,0.0,5.0,7.0,7.0,-2.0,0.0,0.1048,7.03192645681e-05
864,20650,25,1.0,1.0,1.0,5.0,6.0,7.0,-2.0,-1.0,-0.0874555555556,0.000602427939496
865,20650,26,1.0,1.0,1.0,4.0,4.0,7.0,-3.0,-3.0,-0.0972888888889,0.0107651195987
866,20650,27,0.0,0.0,0.0,6.0,7.0,6.0,0.0,1.0,0.00161111111111,0.00196512124492
