images,condition,imgB,imgA,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,numLoop.thisRepN,numLoop.thisTrialN,numLoop.thisN,numLoop.thisIndex,response.keys,response.rt,rating.response,rating.rt,key_resp_2.keys,key_resp_2.rt,numResp.keys,numResp.corr,numResp.Alocation,numResp.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,space,61.585091114,,,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/INVk16.bmp,inverted,,,0,0,0,70,,,,,,,7,11.285,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k07.bmp,gestalt,,,0,1,1,6,,,,,,,7,4.568,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k11.bmp,gestalt,,,0,2,2,10,,,,,,,7,4.134,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i26.bmp,scrambled,,,0,3,3,55,,,,,,,7,3.035,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/INVk23.bmp,inverted,,,0,4,4,75,,,,,,,7,3.035,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i22.bmp,scrambled,,,0,5,5,51,,,,,,,7,5.401,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/INVk09.bmp,inverted,,,0,6,6,65,,,,,,,7,4.819,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k15.bmp,gestalt,,,0,7,7,14,,,,,,,6,4.752,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k05.bmp,gestalt,,,0,8,8,4,,,,,,,7,2.819,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/INVk28.bmp,inverted,,,0,9,9,80,,,,,,,8,3.985,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k22.bmp,gestalt,,,0,10,10,21,,,,,,,7,4.218,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k24.bmp,gestalt,,,0,11,11,23,,,,,,,5,3.785,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i13.bmp,scrambled,,,0,12,12,42,,,,,,,7,2.302,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k20.bmp,gestalt,,,0,13,13,19,,,,,,,6,2.918,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i30.bmp,scrambled,,,0,14,14,59,,,,,,,7,2.202,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k29.bmp,gestalt,,,0,15,15,28,,,,,,,6,2.635,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i02.bmp,scrambled,,,0,16,16,31,,,,,,,5,2.77,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k19.bmp,gestalt,,,0,17,17,18,,,,,,,6,6.653,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k09.bmp,gestalt,,,0,18,18,8,,,,,,,7,2.219,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i28.bmp,scrambled,,,0,19,19,57,,,,,,,7,2.352,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/INVk04.bmp,inverted,,,0,20,20,62,,,,,,,8,2.819,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i29.bmp,scrambled,,,0,21,21,58,,,,,,,4,2.435,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/INVk29.bmp,inverted,,,0,22,22,81,,,,,,,6,3.668,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i12.bmp,scrambled,,,0,23,23,41,,,,,,,6,2.185,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i03.bmp,scrambled,,,0,24,24,32,,,,,,,5,2.435,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k26.bmp,gestalt,,,0,25,25,25,,,,,,,7,2.285,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i11.bmp,scrambled,,,0,26,26,40,,,,,,,6,3.419,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k18.bmp,gestalt,,,0,27,27,17,,,,,,,6,2.436,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k23.bmp,gestalt,,,0,28,28,22,,,,,,,6,2.669,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i08.bmp,scrambled,,,0,29,29,37,,,,,,,7,4.434,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i18.bmp,scrambled,,,0,30,30,47,,,,,,,6,2.019,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k06.bmp,gestalt,,,0,31,31,5,,,,,,,7,3.734,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k04.bmp,gestalt,,,0,32,32,3,,,,,,,7,2.368,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i10.bmp,scrambled,,,0,33,33,39,,,,,,,7,2.868,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/INVk22.bmp,inverted,,,0,34,34,74,,,,,,,5,1.902,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k16.bmp,gestalt,,,0,35,35,15,,,,,,,5,1.969,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i24.bmp,scrambled,,,0,36,36,53,,,,,,,5,2.236,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k28.bmp,gestalt,,,0,37,37,27,,,,,,,5,1.936,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i07.bmp,scrambled,,,0,38,38,36,,,,,,,6,1.885,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k12.bmp,gestalt,,,0,39,39,11,,,,,,,7,2.802,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i05.bmp,scrambled,,,0,40,40,34,,,,,,,6,3.536,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/INVk14.bmp,inverted,,,0,41,41,68,,,,,,,8,3.903,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/INVk05.bmp,inverted,,,0,42,42,63,,,,,,,7,2.67,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/INVk12.bmp,inverted,,,0,43,43,67,,,,,,,7,2.352,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/INVk10.bmp,inverted,,,0,44,44,66,,,,,,,5,1.735,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i14.bmp,scrambled,,,0,45,45,43,,,,,,,5,3.435,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k27.bmp,gestalt,,,0,46,46,26,,,,,,,5,2.919,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i06.bmp,scrambled,,,0,47,47,35,,,,,,,5,2.385,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i25.bmp,scrambled,,,0,48,48,54,,,,,,,5,1.735,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/INVk03.bmp,inverted,,,0,49,49,61,,,,,,,5,1.835,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/i23.bmp,scrambled,,,0,50,50,52,,,,,,,6,2.585,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k03.bmp,gestalt,,,0,51,51,2,,,,,,,6,2.452,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
images/k17.bmp,gestalt,,,0,52,52,16,,,,,,,5,3.119,,,,,,,2016_Apr_15_0910,59.9110968907,Gestalt_exp1,001,22339,
