images,condition,imgB,imgA,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,numLoop.thisRepN,numLoop.thisTrialN,numLoop.thisN,numLoop.thisIndex,response.keys,response.rt,rating.response,rating.rt,key_resp_2.keys,key_resp_2.rt,numResp.keys,numResp.corr,numResp.Alocation,numResp.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,space,62.4673027992,,,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k02.bmp,gestalt,,,0,0,0,1,,,,,,,2,12.268,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k22.bmp,gestalt,,,0,1,1,21,,,,,,,2,2.568,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk21.bmp,inverted,,,0,2,2,73,,,,,,,2,1.818,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk26.bmp,inverted,,,0,3,3,78,,,,,,,3,2.102,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k29.bmp,gestalt,,,0,4,4,28,,,,,,,4,2.919,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k13.bmp,gestalt,,,0,5,5,12,,,,,,,4,2.369,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k21.bmp,gestalt,,,0,6,6,20,,,,,,,3,1.935,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k24.bmp,gestalt,,,0,7,7,23,,,,,,,5,2.402,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i28.bmp,scrambled,,,0,8,8,57,,,,,,,4,1.752,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i06.bmp,scrambled,,,0,9,9,35,,,,,,,3,2.186,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk09.bmp,inverted,,,0,10,10,65,,,,,,,2,1.669,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk12.bmp,inverted,,,0,11,11,67,,,,,,,2,2.852,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk30.bmp,inverted,,,0,12,12,82,,,,,,,2,3.235,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k08.bmp,gestalt,,,0,13,13,7,,,,,,,2,2.919,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i27.bmp,scrambled,,,0,14,14,56,,,,,,,6,2.552,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k17.bmp,gestalt,,,0,15,15,16,,,,,,,7,3.102,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i10.bmp,scrambled,,,0,16,16,39,,,,,,,5,1.868,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i05.bmp,scrambled,,,0,17,17,34,,,,,,,4,1.819,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk05.bmp,inverted,,,0,18,18,63,,,,,,,4,2.135,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k14.bmp,gestalt,,,0,19,19,13,,,,,,,4,1.719,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk24.bmp,inverted,,,0,20,20,76,,,,,,,7,2.302,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k15.bmp,gestalt,,,0,21,21,14,,,,,,,4,1.802,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i04.bmp,scrambled,,,0,22,22,33,,,,,,,5,1.635,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk18.bmp,inverted,,,0,23,23,71,,,,,,,5,1.336,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k28.bmp,gestalt,,,0,24,24,27,,,,,,,6,1.719,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k04.bmp,gestalt,,,0,25,25,3,,,,,,,5,1.702,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i01.bmp,scrambled,,,0,26,26,30,,,,,,,7,1.751,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i09.bmp,scrambled,,,0,27,27,38,,,,,,,6,1.285,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk01.bmp,inverted,,,0,28,28,60,,,,,,,5,1.418,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk10.bmp,inverted,,,0,29,29,66,,,,,,,6,1.669,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k16.bmp,gestalt,,,0,30,30,15,,,,,,,7,1.869,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k27.bmp,gestalt,,,0,31,31,26,,,,,,,7,2.053,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i02.bmp,scrambled,,,0,32,32,31,,,,,,,6,1.835,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk03.bmp,inverted,,,0,33,33,61,,,,,,,6,1.618,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i22.bmp,scrambled,,,0,34,34,51,,,,,,,7,1.719,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i23.bmp,scrambled,,,0,35,35,52,,,,,,,7,1.668,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k20.bmp,gestalt,,,0,36,36,19,,,,,,,5,1.618,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k12.bmp,gestalt,,,0,37,37,11,,,,,,,7,2.053,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i26.bmp,scrambled,,,0,38,38,55,,,,,,,6,1.602,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i17.bmp,scrambled,,,0,39,39,46,,,,,,,8,2.885,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk06.bmp,inverted,,,0,40,40,64,,,,,,,6,2.403,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i14.bmp,scrambled,,,0,41,41,43,,,,,,,6,1.387,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k11.bmp,gestalt,,,0,42,42,10,,,,,,,5,1.435,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i30.bmp,scrambled,,,0,43,43,59,,,,,,,6,1.635,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk19.bmp,inverted,,,0,44,44,72,,,,,,,7,1.835,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i11.bmp,scrambled,,,0,45,45,40,,,,,,,5,1.535,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i07.bmp,scrambled,,,0,46,46,36,,,,,,,5,1.451,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k23.bmp,gestalt,,,0,47,47,22,,,,,,,8,1.752,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk14.bmp,inverted,,,0,48,48,68,,,,,,,6,2.468,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk16.bmp,inverted,,,0,49,49,70,,,,,,,8,1.719,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk25.bmp,inverted,,,0,50,50,77,,,,,,,8,3.435,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/INVk15.bmp,inverted,,,0,51,51,69,,,,,,,8,1.568,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i18.bmp,scrambled,,,0,52,52,47,,,,,,,8,1.768,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k01.bmp,gestalt,,,0,53,53,0,,,,,,,9,1.752,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i24.bmp,scrambled,,,0,54,54,53,,,,,,,9,1.585,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k19.bmp,gestalt,,,0,55,55,18,,,,,,,9,1.369,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k05.bmp,gestalt,,,0,56,56,4,,,,,,,7,1.22,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k07.bmp,gestalt,,,0,57,57,6,,,,,,,6,1.453,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i03.bmp,scrambled,,,0,58,58,32,,,,,,,9,1.47,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/k30.bmp,gestalt,,,0,59,59,29,,,,,,,8,1.502,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
images/i29.bmp,scrambled,,,0,60,60,58,,,,,,,9,1.169,,,,,,,2016_Aug_24_1710,59.9186285714,Gestalt_exp1,001,13105,
