images,condition,imgB,imgA,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,numLoop.thisRepN,numLoop.thisTrialN,numLoop.thisN,numLoop.thisIndex,response.keys,response.rt,rating.response,rating.rt,key_resp_2.keys,key_resp_2.rt,numResp.keys,numResp.corr,numResp.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,space,110.864889726,,,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k02.bmp,gestalt,,,0,0,0,1,,,,,,,4,18.819,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/INVk27.bmp,inverted,,,0,1,1,79,,,,,,,4,8.176,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k13.bmp,gestalt,,,0,2,2,12,,,,,,,5,9.522,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k24.bmp,gestalt,,,0,3,3,23,,,,,,,2,4.814,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i24.bmp,scrambled,,,0,4,4,53,,,,,,,2,2.816,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i15.bmp,scrambled,,,0,5,5,44,,,,,,,3,5.341,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/INVk03.bmp,inverted,,,0,6,6,61,,,,,,,3,10.555,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i03.bmp,scrambled,,,0,7,7,32,,,,,,,1,3.587,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/INVk21.bmp,inverted,,,0,8,8,73,,,,,,,3,4.42,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/INVk05.bmp,inverted,,,0,9,9,63,,,,,,,3,4.014,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i27.bmp,scrambled,,,0,10,10,56,,,,,,,4,4.386,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i16.bmp,scrambled,,,0,11,11,45,,,,,,,2,2.92,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i20.bmp,scrambled,,,0,12,12,49,,,,,,,1,3.029,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k17.bmp,gestalt,,,0,13,13,16,,,,,,,1,2.519,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/INVk23.bmp,inverted,,,0,14,14,75,,,,,,,5,3.135,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i08.bmp,scrambled,,,0,15,15,37,,,,,,,6,2.434,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k11.bmp,gestalt,,,0,16,16,10,,,,,,,4,4.607,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/INVk18.bmp,inverted,,,0,17,17,71,,,,,,,4,8.247,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i07.bmp,scrambled,,,0,18,18,36,,,,,,,5,3.308,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k12.bmp,gestalt,,,0,19,19,11,,,,,,,5,7.431,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/INVk06.bmp,inverted,,,0,20,20,64,,,,,,,7,3.339,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k03.bmp,gestalt,,,0,21,21,2,,,,,,,6,6.471,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k27.bmp,gestalt,,,0,22,22,26,,,,,,,5,3.754,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k05.bmp,gestalt,,,0,23,23,4,,,,,,,5,13.808,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i12.bmp,scrambled,,,0,24,24,41,,,,,,,5,5.85,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k19.bmp,gestalt,,,0,25,25,18,,,,,,,2,2.236,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k21.bmp,gestalt,,,0,26,26,20,,,,,,,2,2.504,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k15.bmp,gestalt,,,0,27,27,14,,,,,,,1,2.335,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/INVk12.bmp,inverted,,,0,28,28,67,,,,,,,4,4.338,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k07.bmp,gestalt,,,0,29,29,6,,,,,,,3,8.053,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i26.bmp,scrambled,,,0,30,30,55,,,,,,,6,4.485,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k06.bmp,gestalt,,,0,31,31,5,,,,,,,7,2.152,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k14.bmp,gestalt,,,0,32,32,13,,,,,,,5,4.663,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/INVk26.bmp,inverted,,,0,33,33,78,,,,,,,8,2.252,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k22.bmp,gestalt,,,0,34,34,21,,,,,,,2,2.627,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k01.bmp,gestalt,,,0,35,35,0,,,,,,,2,1.773,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i17.bmp,scrambled,,,0,36,36,46,,,,,,,7,7.627,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i22.bmp,scrambled,,,0,37,37,51,,,,,,,3,6.037,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k10.bmp,gestalt,,,0,38,38,9,,,,,,,2,2.567,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i13.bmp,scrambled,,,0,39,39,42,,,,,,,7,2.303,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/INVk28.bmp,inverted,,,0,40,40,80,,,,,,,6,2.708,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i19.bmp,scrambled,,,0,41,41,48,,,,,,,3,13.235,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k09.bmp,gestalt,,,0,42,42,8,,,,,,,6,4.435,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k30.bmp,gestalt,,,0,43,43,29,,,,,,,6,2.492,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/INVk24.bmp,inverted,,,0,44,44,76,,,,,,,4,3.037,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k26.bmp,gestalt,,,0,45,45,25,,,,,,,7,2.873,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i06.bmp,scrambled,,,0,46,46,35,,,,,,,4,4.069,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i09.bmp,scrambled,,,0,47,47,38,,,,,,,3,3.05,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/INVk22.bmp,inverted,,,0,48,48,74,,,,,,,2,2.71,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/INVk10.bmp,inverted,,,0,49,49,66,,,,,,,1,2.915,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i02.bmp,scrambled,,,0,50,50,31,,,,,,,2,2.344,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k08.bmp,gestalt,,,0,51,51,7,,,,,,,6,3.663,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i30.bmp,scrambled,,,0,52,52,59,,,,,,,5,5.469,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i21.bmp,scrambled,,,0,53,53,50,,,,,,,3,3.26,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k04.bmp,gestalt,,,0,54,54,3,,,,,,,4,4.479,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i04.bmp,scrambled,,,0,55,55,33,,,,,,,3,3.236,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i25.bmp,scrambled,,,0,56,56,54,,,,,,,1,2.327,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/INVk09.bmp,inverted,,,0,57,57,65,,,,,,,4,7.983,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/INVk14.bmp,inverted,,,0,58,58,68,,,,,,,3,3.85,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i11.bmp,scrambled,,,0,59,59,40,,,,,,,3,3.147,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/i29.bmp,scrambled,,,0,60,60,58,,,,,,,2,2.391,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/k29.bmp,gestalt,,,0,61,61,28,,,,,,,3,2.822,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
images/INVk01.bmp,inverted,,,0,62,62,60,,,,,,,3,4.293,,,,,,2016_mrt_24_1533,59.2098060205,Gestalt_exp1,001,P3,
