images,condition,imgB,imgA,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,numLoop.thisRepN,numLoop.thisTrialN,numLoop.thisN,numLoop.thisIndex,response.keys,response.rt,rating.response,rating.rt,key_resp_2.keys,key_resp_2.rt,numResp.keys,numResp.corr,numResp.Alocation,numResp.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,space,84.8817551136,,,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/i03.bmp,scrambled,,,0,0,0,32,,,,,,,5,64.118,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/INVk21.bmp,inverted,,,0,1,1,73,,,,,,,4,6.585,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/INVk22.bmp,inverted,,,0,2,2,74,,,,,,,5,5.369,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/i15.bmp,scrambled,,,0,3,3,44,,,,,,,4,5.453,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/i29.bmp,scrambled,,,0,4,4,58,,,,,,,4,3.935,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/k04.bmp,gestalt,,,0,5,5,3,,,,,,,5,6.935,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/i07.bmp,scrambled,,,0,6,6,36,,,,,,,4,2.469,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/INVk18.bmp,inverted,,,0,7,7,71,,,,,,,5,2.419,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/i19.bmp,scrambled,,,0,8,8,48,,,,,,,6,1.318,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/INVk05.bmp,inverted,,,0,9,9,63,,,,,,,6,1.968,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/INVk03.bmp,inverted,,,0,10,10,61,,,,,,,6,1.969,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/k30.bmp,gestalt,,,0,11,11,29,,,,,,,6,1.952,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/k15.bmp,gestalt,,,0,12,12,14,,,,,,,5,2.219,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/i10.bmp,scrambled,,,0,13,13,39,,,,,,,5,2.151,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/i21.bmp,scrambled,,,0,14,14,50,,,,,,,5,2.268,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/k28.bmp,gestalt,,,0,15,15,27,,,,,,,5,2.202,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/k27.bmp,gestalt,,,0,16,16,26,,,,,,,4,4.152,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/INVk19.bmp,inverted,,,0,17,17,72,,,,,,,4,1.702,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/k20.bmp,gestalt,,,0,18,18,19,,,,,,,4,2.235,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/INVk29.bmp,inverted,,,0,19,19,81,,,,,,,3,4.818,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/INVk24.bmp,inverted,,,0,20,20,76,,,,,,,6,5.036,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/i05.bmp,scrambled,,,0,21,21,34,,,,,,,5,1.802,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/i02.bmp,scrambled,,,0,22,22,31,,,,,,,4,3.268,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/k05.bmp,gestalt,,,0,23,23,4,,,,,,,5,10.036,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/k22.bmp,gestalt,,,0,24,24,21,,,,,,,5,5.135,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/INVk26.bmp,inverted,,,0,25,25,78,,,,,,,6,2.003,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/i01.bmp,scrambled,,,0,26,26,30,,,,,,,5,1.318,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/k03.bmp,gestalt,,,0,27,27,2,,,,,,,5,1.852,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
images/i22.bmp,scrambled,,,0,28,28,51,,,,,,,4,3.419,,,,,,,2016_Sep_26_0916,60.0066669242,Gestalt_exp1,001,23800,
