images,condition,imgB,imgA,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,numLoop.thisRepN,numLoop.thisTrialN,numLoop.thisN,numLoop.thisIndex,response.keys,response.rt,rating.response,rating.rt,key_resp_2.keys,key_resp_2.rt,numResp.keys,numResp.corr,numResp.Alocation,numResp.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,space,62.0462691784,,,,,,,,,2016_Oct_10_1311,59.9078451593,Gestalt_exp1,001,21322,
images/i14.bmp,scrambled,,,0,0,0,43,,,,,,,8,7.519,,,,,,,2016_Oct_10_1311,59.9078451593,Gestalt_exp1,001,21322,
images/k22.bmp,gestalt,,,0,1,1,21,,,,,,,7,8.268,,,,,,,2016_Oct_10_1311,59.9078451593,Gestalt_exp1,001,21322,
images/k29.bmp,gestalt,,,0,2,2,28,,,,,,,9,3.818,,,,,,,2016_Oct_10_1311,59.9078451593,Gestalt_exp1,001,21322,
images/k14.bmp,gestalt,,,0,3,3,13,,,,,,,6,2.436,,,,,,,2016_Oct_10_1311,59.9078451593,Gestalt_exp1,001,21322,
images/i05.bmp,scrambled,,,0,4,4,34,,,,,,,7,1.852,,,,,,,2016_Oct_10_1311,59.9078451593,Gestalt_exp1,001,21322,
images/INVk15.bmp,inverted,,,0,5,5,69,,,,,,,6,2.752,,,,,,,2016_Oct_10_1311,59.9078451593,Gestalt_exp1,001,21322,
images/k28.bmp,gestalt,,,0,6,6,27,,,,,,,8,2.119,,,,,,,2016_Oct_10_1311,59.9078451593,Gestalt_exp1,001,21322,
images/i19.bmp,scrambled,,,0,7,7,48,,,,,,,9,1.97,,,,,,,2016_Oct_10_1311,59.9078451593,Gestalt_exp1,001,21322,
images/k19.bmp,gestalt,,,0,8,8,18,,,,,,,7,2.352,,,,,,,2016_Oct_10_1311,59.9078451593,Gestalt_exp1,001,21322,
images/k21.bmp,gestalt,,,0,9,9,20,,,,,,,5,2.786,,,,,,,2016_Oct_10_1311,59.9078451593,Gestalt_exp1,001,21322,
images/k06.bmp,gestalt,,,0,10,10,5,,,,,,,5,1.902,,,,,,,2016_Oct_10_1311,59.9078451593,Gestalt_exp1,001,21322,
images/INVk12.bmp,inverted,,,0,11,11,67,,,,,,,5,2.952,,,,,,,2016_Oct_10_1311,59.9078451593,Gestalt_exp1,001,21322,
