images,condition,imgB,imgA,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,numLoop.thisRepN,numLoop.thisTrialN,numLoop.thisN,numLoop.thisIndex,response.keys,response.rt,rating.response,rating.rt,key_resp_2.keys,key_resp_2.rt,numResp.keys,numResp.corr,numResp.Alocation,numResp.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,space,54.2112600803,,,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk16.bmp,inverted,,,0,0,0,70,,,,,,,5,6.638,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk19.bmp,inverted,,,0,1,1,72,,,,,,,5,2.537,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk26.bmp,inverted,,,0,2,2,78,,,,,,,5,2.203,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k12.bmp,gestalt,,,0,3,3,11,,,,,,,5,2.136,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk28.bmp,inverted,,,0,4,4,80,,,,,,,5,1.686,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk18.bmp,inverted,,,0,5,5,71,,,,,,,5,2.07,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i15.bmp,scrambled,,,0,6,6,44,,,,,,,5,1.903,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk25.bmp,inverted,,,0,7,7,77,,,,,,,6,1.719,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k23.bmp,gestalt,,,0,8,8,22,,,,,,,5,1.92,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k09.bmp,gestalt,,,0,9,9,8,,,,,,,5,1.486,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k15.bmp,gestalt,,,0,10,10,14,,,,,,,6,2.787,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k07.bmp,gestalt,,,0,11,11,6,,,,,,,6,2.086,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk09.bmp,inverted,,,0,12,12,65,,,,,,,5,1.987,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk10.bmp,inverted,,,0,13,13,66,,,,,,,5,1.553,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i18.bmp,scrambled,,,0,14,14,47,,,,,,,6,2.22,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i14.bmp,scrambled,,,0,15,15,43,,,,,,,5,2.753,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk03.bmp,inverted,,,0,16,16,61,,,,,,,4,2.254,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk22.bmp,inverted,,,0,17,17,74,,,,,,,5,1.703,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i23.bmp,scrambled,,,0,18,18,52,,,,,,,6,1.803,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i20.bmp,scrambled,,,0,19,19,49,,,,,,,4,2.587,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k13.bmp,gestalt,,,0,20,20,12,,,,,,,7,2.103,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k10.bmp,gestalt,,,0,21,21,9,,,,,,,4,1.753,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i10.bmp,scrambled,,,0,22,22,39,,,,,,,4,1.519,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i12.bmp,scrambled,,,0,23,23,41,,,,,,,5,1.319,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k21.bmp,gestalt,,,0,24,24,20,,,,,,,5,1.637,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i29.bmp,scrambled,,,0,25,25,58,,,,,,,5,1.92,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i09.bmp,scrambled,,,0,26,26,38,,,,,,,6,1.969,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k16.bmp,gestalt,,,0,27,27,15,,,,,,,4,2.203,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk15.bmp,inverted,,,0,28,28,69,,,,,,,4,1.703,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk04.bmp,inverted,,,0,29,29,62,,,,,,,6,3.02,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k11.bmp,gestalt,,,0,30,30,10,,,,,,,5,1.637,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk24.bmp,inverted,,,0,31,31,76,,,,,,,4,1.77,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k27.bmp,gestalt,,,0,32,32,26,,,,,,,4,2.253,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk14.bmp,inverted,,,0,33,33,68,,,,,,,6,1.719,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k04.bmp,gestalt,,,0,34,34,3,,,,,,,6,1.903,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i26.bmp,scrambled,,,0,35,35,55,,,,,,,5,1.569,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k30.bmp,gestalt,,,0,36,36,29,,,,,,,6,1.753,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k22.bmp,gestalt,,,0,37,37,21,,,,,,,4,1.554,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i17.bmp,scrambled,,,0,38,38,46,,,,,,,4,2.57,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i22.bmp,scrambled,,,0,39,39,51,,,,,,,5,1.703,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k14.bmp,gestalt,,,0,40,40,13,,,,,,,6,1.769,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k06.bmp,gestalt,,,0,41,41,5,,,,,,,6,1.92,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i24.bmp,scrambled,,,0,42,42,53,,,,,,,4,2.052,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k19.bmp,gestalt,,,0,43,43,18,,,,,,,5,1.986,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i30.bmp,scrambled,,,0,44,44,59,,,,,,,6,1.836,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk05.bmp,inverted,,,0,45,45,63,,,,,,,6,2.186,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i02.bmp,scrambled,,,0,46,46,31,,,,,,,5,1.537,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k24.bmp,gestalt,,,0,47,47,23,,,,,,,4,1.754,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k02.bmp,gestalt,,,0,48,48,1,,,,,,,5,1.253,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k29.bmp,gestalt,,,0,49,49,28,,,,,,,4,1.553,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i05.bmp,scrambled,,,0,50,50,34,,,,,,,4,1.402,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k08.bmp,gestalt,,,0,51,51,7,,,,,,,6,1.286,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk01.bmp,inverted,,,0,52,52,60,,,,,,,5,1.519,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i03.bmp,scrambled,,,0,53,53,32,,,,,,,5,1.47,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i13.bmp,scrambled,,,0,54,54,42,,,,,,,6,1.671,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k01.bmp,gestalt,,,0,55,55,0,,,,,,,6,1.403,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k25.bmp,gestalt,,,0,56,56,24,,,,,,,5,1.203,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk30.bmp,inverted,,,0,57,57,82,,,,,,,6,1.669,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i08.bmp,scrambled,,,0,58,58,37,,,,,,,7,1.552,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k03.bmp,gestalt,,,0,59,59,2,,,,,,,5,3.07,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i04.bmp,scrambled,,,0,60,60,33,,,,,,,5,1.586,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk23.bmp,inverted,,,0,61,61,75,,,,,,,5,1.669,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i27.bmp,scrambled,,,0,62,62,56,,,,,,,6,1.954,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k05.bmp,gestalt,,,0,63,63,4,,,,,,,4,1.82,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk12.bmp,inverted,,,0,64,64,67,,,,,,,4,1.469,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k26.bmp,gestalt,,,0,65,65,25,,,,,,,7,1.803,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i11.bmp,scrambled,,,0,66,66,40,,,,,,,4,1.519,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/k17.bmp,gestalt,,,0,67,67,16,,,,,,,5,1.786,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i19.bmp,scrambled,,,0,68,68,48,,,,,,,4,1.536,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i07.bmp,scrambled,,,0,69,69,36,,,,,,,6,1.586,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk27.bmp,inverted,,,0,70,70,79,,,,,,,5,1.903,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/i01.bmp,scrambled,,,0,71,71,30,,,,,,,5,1.386,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
images/INVk21.bmp,inverted,,,0,72,72,73,,,,,,,5,2.87,,,,,,,2016_Sep_19_1511,59.8884276929,Gestalt_exp1,001,11485,
