images,condition,imgB,imgA,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,numLoop.thisRepN,numLoop.thisTrialN,numLoop.thisN,numLoop.thisIndex,response.keys,response.rt,rating.response,rating.rt,key_resp_2.keys,key_resp_2.rt,numResp.keys,numResp.corr,numResp.Alocation,numResp.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,space,55.4029898643,,,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk22.bmp,inverted,,,0,0,0,74,,,,,,,2,5.652,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k23.bmp,gestalt,,,0,1,1,22,,,,,,,2,3.835,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk30.bmp,inverted,,,0,2,2,82,,,,,,,2,2.82,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k16.bmp,gestalt,,,0,3,3,15,,,,,,,2,1.535,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i20.bmp,scrambled,,,0,4,4,49,,,,,,,2,2.002,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k08.bmp,gestalt,,,0,5,5,7,,,,,,,3,2.036,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k24.bmp,gestalt,,,0,6,6,23,,,,,,,2,1.768,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i26.bmp,scrambled,,,0,7,7,55,,,,,,,2,1.885,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k06.bmp,gestalt,,,0,8,8,5,,,,,,,2,1.386,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk18.bmp,inverted,,,0,9,9,71,,,,,,,2,1.702,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk15.bmp,inverted,,,0,10,10,69,,,,,,,2,1.336,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k27.bmp,gestalt,,,0,11,11,26,,,,,,,2,1.853,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk24.bmp,inverted,,,0,12,12,76,,,,,,,2,1.919,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i22.bmp,scrambled,,,0,13,13,51,,,,,,,2,1.352,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k20.bmp,gestalt,,,0,14,14,19,,,,,,,2,1.368,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k11.bmp,gestalt,,,0,15,15,10,,,,,,,3,1.336,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k18.bmp,gestalt,,,0,16,16,17,,,,,,,2,1.269,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk19.bmp,inverted,,,0,17,17,72,,,,,,,2,1.186,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk29.bmp,inverted,,,0,18,18,81,,,,,,,2,1.302,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i27.bmp,scrambled,,,0,19,19,56,,,,,,,2,1.035,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i19.bmp,scrambled,,,0,20,20,48,,,,,,,2,1.352,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k17.bmp,gestalt,,,0,21,21,16,,,,,,,2,1.235,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i24.bmp,scrambled,,,0,22,22,53,,,,,,,2,1.385,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k13.bmp,gestalt,,,0,23,23,12,,,,,,,3,2.301,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k15.bmp,gestalt,,,0,24,24,14,,,,,,,2,1.636,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk12.bmp,inverted,,,0,25,25,67,,,,,,,3,1.418,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k02.bmp,gestalt,,,0,26,26,1,,,,,,,2,2.369,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i18.bmp,scrambled,,,0,27,27,47,,,,,,,2,1.585,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk10.bmp,inverted,,,0,28,28,66,,,,,,,2,1.252,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i02.bmp,scrambled,,,0,29,29,31,,,,,,,2,1.853,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i07.bmp,scrambled,,,0,30,30,36,,,,,,,2,1.002,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k25.bmp,gestalt,,,0,31,31,24,,,,,,,2,1.252,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i23.bmp,scrambled,,,0,32,32,52,,,,,,,2,1.553,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i14.bmp,scrambled,,,0,33,33,43,,,,,,,2,1.152,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k26.bmp,gestalt,,,0,34,34,25,,,,,,,3,2.002,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk09.bmp,inverted,,,0,35,35,65,,,,,,,3,1.136,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk14.bmp,inverted,,,0,36,36,68,,,,,,,3,0.969,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k07.bmp,gestalt,,,0,37,37,6,,,,,,,2,2.269,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i13.bmp,scrambled,,,0,38,38,42,,,,,,,2,1.152,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk23.bmp,inverted,,,0,39,39,75,,,,,,,2,1.551,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i15.bmp,scrambled,,,0,40,40,44,,,,,,,2,1.268,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i16.bmp,scrambled,,,0,41,41,45,,,,,,,2,1.134,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i28.bmp,scrambled,,,0,42,42,57,,,,,,,2,1.369,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k29.bmp,gestalt,,,0,43,43,28,,,,,,,2,1.069,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i03.bmp,scrambled,,,0,44,44,32,,,,,,,2,1.269,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i04.bmp,scrambled,,,0,45,45,33,,,,,,,2,1.253,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k04.bmp,gestalt,,,0,46,46,3,,,,,,,3,1.319,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i09.bmp,scrambled,,,0,47,47,38,,,,,,,2,1.968,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k12.bmp,gestalt,,,0,48,48,11,,,,,,,2,1.802,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i10.bmp,scrambled,,,0,49,49,39,,,,,,,2,1.852,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i17.bmp,scrambled,,,0,50,50,46,,,,,,,2,1.352,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k05.bmp,gestalt,,,0,51,51,4,,,,,,,2,1.035,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i30.bmp,scrambled,,,0,52,52,59,,,,,,,2,1.818,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k19.bmp,gestalt,,,0,53,53,18,,,,,,,2,1.268,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i01.bmp,scrambled,,,0,54,54,30,,,,,,,2,1.685,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k03.bmp,gestalt,,,0,55,55,2,,,,,,,2,1.519,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk01.bmp,inverted,,,0,56,56,60,,,,,,,2,1.785,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i06.bmp,scrambled,,,0,57,57,35,,,,,,,2,1.402,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i08.bmp,scrambled,,,0,58,58,37,,,,,,,2,1.318,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i05.bmp,scrambled,,,0,59,59,34,,,,,,,2,1.036,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k21.bmp,gestalt,,,0,60,60,20,,,,,,,2,1.219,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i21.bmp,scrambled,,,0,61,61,50,,,,,,,2,1.385,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk26.bmp,inverted,,,0,62,62,78,,,,,,,2,1.252,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk03.bmp,inverted,,,0,63,63,61,,,,,,,2,1.42,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k28.bmp,gestalt,,,0,64,64,27,,,,,,,2,1.202,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk04.bmp,inverted,,,0,65,65,62,,,,,,,2,1.586,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k30.bmp,gestalt,,,0,66,66,29,,,,,,,3,1.668,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk25.bmp,inverted,,,0,67,67,77,,,,,,,2,1.402,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k01.bmp,gestalt,,,0,68,68,0,,,,,,,2,1.169,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk06.bmp,inverted,,,0,69,69,64,,,,,,,2,1.502,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k22.bmp,gestalt,,,0,70,70,21,,,,,,,2,1.453,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i11.bmp,scrambled,,,0,71,71,40,,,,,,,3,2.37,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk21.bmp,inverted,,,0,72,72,73,,,,,,,2,1.17,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i29.bmp,scrambled,,,0,73,73,58,,,,,,,2,0.969,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk16.bmp,inverted,,,0,74,74,70,,,,,,,2,1.335,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i12.bmp,scrambled,,,0,75,75,41,,,,,,,2,1.118,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k14.bmp,gestalt,,,0,76,76,13,,,,,,,3,1.869,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/k10.bmp,gestalt,,,0,77,77,9,,,,,,,2,1.185,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/i25.bmp,scrambled,,,0,78,78,54,,,,,,,2,1.135,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk28.bmp,inverted,,,0,79,79,80,,,,,,,3,1.235,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk27.bmp,inverted,,,0,80,80,79,,,,,,,2,1.568,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
images/INVk05.bmp,inverted,,,0,81,81,63,,,,,,,2,1.302,,,,,,,2016_May_03_1507,59.9243641891,Gestalt_exp1,001,20755,
