images,condition,imgB,imgA,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,numLoop.thisRepN,numLoop.thisTrialN,numLoop.thisN,numLoop.thisIndex,response.keys,response.rt,rating.response,rating.rt,key_resp_2.keys,key_resp_2.rt,numResp.keys,numResp.corr,numResp.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,space,172.452216822,,,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/k18.bmp,gestalt,,,0,0,0,17,,,,,,,8,4.227,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/i30.bmp,scrambled,,,0,1,1,59,,,,,,,7,6.012,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/i23.bmp,scrambled,,,0,2,2,52,,,,,,,7,3.724,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/k11.bmp,gestalt,,,0,3,3,10,,,,,,,2,9.887,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/k23.bmp,gestalt,,,0,4,4,22,,,,,,,3,2.739,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/i03.bmp,scrambled,,,0,5,5,32,,,,,,,3,5.042,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/k22.bmp,gestalt,,,0,6,6,21,,,,,,,3,5.011,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/INVk01.bmp,inverted,,,0,7,7,60,,,,,,,3,3.249,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/k29.bmp,gestalt,,,0,8,8,28,,,,,,,3,4.739,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/INVk23.bmp,inverted,,,0,9,9,75,,,,,,,4,5.889,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/INVk03.bmp,inverted,,,0,10,10,61,,,,,,,4,4.151,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/k21.bmp,gestalt,,,0,11,11,20,,,,,,,3,4.869,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/i05.bmp,scrambled,,,0,12,12,34,,,,,,,3,2.73,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/INVk24.bmp,inverted,,,0,13,13,76,,,,,,,3,2.269,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/i10.bmp,scrambled,,,0,14,14,39,,,,,,,3,2.443,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/k27.bmp,gestalt,,,0,15,15,26,,,,,,,3,3.276,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/i14.bmp,scrambled,,,0,16,16,43,,,,,,,4,3.838,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/i19.bmp,scrambled,,,0,17,17,48,,,,,,,4,3.32,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/i12.bmp,scrambled,,,0,18,18,41,,,,,,,5,2.721,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/i06.bmp,scrambled,,,0,19,19,35,,,,,,,3,2.033,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/k03.bmp,gestalt,,,0,20,20,2,,,,,,,4,2.912,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/i28.bmp,scrambled,,,0,21,21,57,,,,,,,3,4.465,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/i02.bmp,scrambled,,,0,22,22,31,,,,,,,3,5.074,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/INVk29.bmp,inverted,,,0,23,23,81,,,,,,,4,4.057,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/k06.bmp,gestalt,,,0,24,24,5,,,,,,,6,1.749,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/k08.bmp,gestalt,,,0,25,25,7,,,,,,,7,2.192,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/INVk10.bmp,inverted,,,0,26,26,66,,,,,,,3,2.241,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/k26.bmp,gestalt,,,0,27,27,25,,,,,,,5,2.408,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/INVk09.bmp,inverted,,,0,28,28,65,,,,,,,4,2.405,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/i15.bmp,scrambled,,,0,29,29,44,,,,,,,3,3.177,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/i04.bmp,scrambled,,,0,30,30,33,,,,,,,3,3.585,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/i22.bmp,scrambled,,,0,31,31,51,,,,,,,6,2.486,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/k07.bmp,gestalt,,,0,32,32,6,,,,,,,6,2.773,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/k01.bmp,gestalt,,,0,33,33,0,,,,,,,6,2.092,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/INVk26.bmp,inverted,,,0,34,34,78,,,,,,,6,1.886,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/i01.bmp,scrambled,,,0,35,35,30,,,,,,,3,1.692,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/k12.bmp,gestalt,,,0,36,36,11,,,,,,,4,1.737,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/INVk22.bmp,inverted,,,0,37,37,74,,,,,,,3,1.969,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
images/i09.bmp,scrambled,,,0,38,38,38,,,,,,,3,2.304,,,,,,2016_mrt_24_1605,31.9979803183,Gestalt_exp1,001,P4,
